text,text_pair,label
['What percentage of the defence estate makes up training areas and ranges?'],"['The defence estate is divided as training areas & ranges (84.0%), research & development (5.4%), airfields (3.4%), barracks & camps (2.5%), storage & supply depots (1.6%), and other (3.0%).']",[1]
['What percentage of BYU students are from Utah?'],"['Brigham Young University (often referred to as BYU or, colloquially, The Y) is a private research university located in Provo, Utah, United States.']",[0]
['Who would make the changes within the district to attract new businesses and attractions?'],['The CRDA would oversee all functions of the district and will make changes to attract new businesses and attractions.'],[1]
['The version of Twilight Princess fo which console won three IGN awards?'],"['Twilight Princess received the awards for Best Artistic Design, Best Original Score, and Best Use of Sound from IGN for its GameCube version.']",[1]
['Of how many ships does the merchant marine fleet consist?'],['The merchant marine fleet consists of two passenger/cargo ships Nivaga III and Manu Folau.'],[1]
['What is the name of the newspaper that was banished from Burma?'],"['However, as explained by one editorial in the exiled press']",[0]
['The Episcopal seat of the Bishop is now where'],"['The Episcopal seat of the Bishop of Bath and Wells is now in the Cathedral Church of Saint Andrew in the city of Wells, having previously been at Bath Abbey.']",[1]
['What are some ways a dominant party can stay in power?'],"['Sometimes, typically in countries with less of an established democratic tradition, it is possible the dominant party will remain in power by using patronage and sometimes by voting fraud.']",[1]
['When did the University of Kansas start issuing degrees in engineering?'],"['The KU School of Engineering is an ABET accredited, public engineering school located on the main campus.']",[0]
['Early leaders also feared a large army would allow what internal conflict to take place?'],"['Jeffersonian leaders preferred a small army and navy, fearing that a large military establishment would involve the United States in excessive foreign wars, and potentially allow a domestic tyrant to seize power.']",[1]
['This is the first season when what did not happen to the first runner up?'],"['""All Cried Out"" immediately after the show.']",[0]
['What is the Afrikaans name for Namibia?'],['Republik Namibia (help·info); Afrikaans: Republiek van Namibië) is a country in southern Africa whose western border is the Atlantic Ocean.'],[1]
['Where is the Royal Institute of British Architects located?'],"['After the grant of the royal charter it had become known as the Royal Institute of British Architects in London, eventually dropping the reference to London in 1892.']",[0]
['When was New York City established?'],['New York City traces its roots to its 1624 founding as a trading post by colonists of the Dutch Republic and was named New Amsterdam in 1626.'],[1]
['What is the name of one Dominican Order institution of learning?'],"['The faculty of theology at the University of Fribourg, confided to the care of the Dominicans in 1890, is flourishing, and has about 250 students.']",[0]
"['An insects 3-part body includes a throat, abdomen, and what?']","['Insects may be found in nearly all environments, although only a small number of species reside in the oceans, a habitat dominated by another arthropod group, crustaceans.']",[0]
['where was a new type of club called Cream located?'],"[""A new generation of clubs such as Liverpool's Cream and the Ministry of Sound were opened to provide a venue for more commercial sounds.""]",[1]
['During what time of year is the Umhlanga Reed Dance?'],['It is done in late August or early September.'],[1]
['How many data transfer ports are included in most current Macs?'],"['Current Macs include two standard data transfer ports: USB and Thunderbolt (except for the MacBook (2015 version), which only has a USB-C port and headphone port).']",[1]
['What was a key change brought about by Christian thought?'],"['A key change brought about by Christian thought was the moderatation of the Stoicism and theory of justice of the Roman world, as well emphasis on the role of the state in applying mercy as a moral example.']",[1]
['Who along with the King Edgar established the monks at the Abbey?'],['The first reports of the abbey are based on a late tradition claiming that a young fisherman called Aldrich on the River Thames saw a vision of Saint Peter near the site.'],[0]
['What are functional copies of a gene which have a loss of function due to mutation called?'],['Sets of genes formed in this way comprise a gene family.'],[0]
['How many containers can Longtan Containers Port Area handle?'],"['As of 2010, it operated six public ports and three industrial ports.']",[0]
['How many Armenians were slaughtered between 1894-1896'],"['While Western Armenia still remained under Ottoman rule, the Armenians were granted considerable autonomy within their own enclaves and lived in relative harmony with other groups in the empire (including the ruling Turks).']",[0]
['In what century did Leibniz propose the idea of Latin: vis viva?'],"['In the late 17th century, Gottfried Leibniz proposed the idea of the Latin: vis viva, or living force, which defined as the product of the mass of an object and its velocity squared; he believed that total vis viva was conserved.']",[1]
['How long was Nanjing the capital of the Southern dynasties?'],"['During this time, Nanjing was the international hub of East Asia.']",[0]
['With what network is WUPV 65 affiliated?'],"['The major network television affiliates are WTVR-TV 6 (CBS), WRIC-TV 8 (ABC), WWBT 12 (NBC), WRLH-TV 35 (Fox), and WUPV 65 (CW).']",[1]
['What did TWX use before ASCII?'],"['TWX originally used the earlier five-bit ITA2, which was also used by the competing Telex teleprinter system.']",[1]
['Who was an astronomy professor at Al-Azhar University?'],"['Abd al-Laṭīf al-Baghdādī also delivered lectures on Islamic medicine at al-Azhar, while Maimonides delivered lectures on medicine and astronomy there during the time of Saladin.']",[1]
['In what year did Tito start working in Arab Israeli peace processes?'],"['On 1 January 1967, Yugoslavia was the first communist country to open its borders to all foreign visitors and abolish visa requirements.']",[1]
['What is on the former site of the Moltacqua track now?'],"['The Moltacqua racetrack, was another historic horse racetrack located on what is now Sabino Canyon Road and Vactor Ranch Trail, but it no longer exists.']",[1]
"['""There\'s an app for that!"",  what have been different technologies been created to do?']","[""Today's hunters come from a broad range of economic, social, and cultural backgrounds.""]",[0]
['What was the group that used incendiaries and high explosives to mark targets?'],"['Special units, such as KGr 100, became the Beleuchtergruppe (Firelighter Group), which used incendiaries and high explosive to mark the target area.']",[1]
['When had the government been highly centralized?'],['The president is the head of state and the prime minister is the head of government.'],[0]
['What was the strategic purpose to settle this area'],"['Many settlements developed because of their strategic importance in relation to geographical features, such as river crossings or valleys in ranges of hills.']",[1]
['In 2007 youtube launched an automated system to detect what?'],"['In June 2007, YouTube began trials of a system for automatic detection of uploaded videos that infringe copyright.']",[1]
['How are chatter marks formed?'],['They are formed by abrasion when boulders in the glacier are repeatedly caught and released as they are dragged along the bedrock.'],[1]
['Which Queen album kicked off the 1980s?'],['Queen began their 1980s career with The Game.'],[1]
"[""After 1877 another lighthouse was build to replace File Mile Point, what was its' name?""]","['The park remains popular among New Haveners, and is home to the Five Mile Point Lighthouse, constructed in 1847, and the Lighthouse Point Carousel, constructed in 1916.']",[0]
['What language family does Estonian belong to?'],"['Estonian (eesti keel [ˈeːsti ˈkeːl] ( listen)) is the official language of Estonia, spoken natively by about 1.1 million people in Estonia and tens of thousands in various migrant communities.']",[0]
['In what city is the Passage located?'],['In St. Petersburg'],[1]
['What is the purpose of a junction forward voltage?'],['The junction forward voltage is the voltage applied to the emitter–base junction of a BJT in order to make the base conduct a specified current.'],[1]
['To whom did Montini speak as an archbishop in the year 1957?'],"['The second meeting in 1957 gave Montini an opportunity to express the lay apostolate in modern terms: ""Apostolate means love.']",[0]
['How are NPOs classified in Canada?'],"['Nonprofits may incorporate either federally, under Part II of the Canada Business Corporations Act or under provincial legislation.']",[0]
"[""How does Oklahoma's per-capita arts spending rank?""]","[""Oklahoma is in the nation's middle percentile in per capita spending on the arts, ranking 17th, and contains more than 300 museums.""]",[1]
['Where did the people of the Mali empire immigrate to?'],['This influx was compounded by the decline of the Western Sudanic Mali Empire in 1375 and the Songhai Empire in 1591.'],[0]
['In what roles did cardinals have important roles?'],"['In early modern times, cardinals often had important roles in secular affairs.']",[1]
['What concept does yoga accept the differentiates it from Samkhya?'],"['The Yoga school accepts the Samkhya psychology and metaphysics, but is considered theistic because it accepts the concept of ""personal god"", unlike Samkhya.']",[1]
['What is one example of traffic that passed through Hanover?'],"['It was connected to the Hanseatic League city of Bremen by the Leine, and was situated near the southern edge of the wide North German Plain and north-west of the Harz mountains, so that east-west traffic such as mule trains passed through it.']",[1]
['What act  of provincials brought new gods into the military?'],"['By the same token, the later granting of citizenship to provincials and their conscription into the legions brought their new cults into the Roman military.']",[1]
['What year did the Enlightenment begin according to French historians?'],"['Some recent historians begin the period in the 1620s, with the start of the scientific revolution.']",[0]
['For whom was the Uptown District water park in Houston named?'],"[""Wet'n'Wild SplashTown is a water park located north of Houston.""]",[0]
['what was another name for hardcore techno from the netherlands?'],"[""A new generation of clubs such as Liverpool's Cream and the Ministry of Sound were opened to provide a venue for more commercial sounds.""]",[0]
['Around what time was the total legal number of ennoblement at 800?'],['This is an average of only about two ennoblements per year or only 0.000 000 14 – 0.000 001 of historical population.'],[0]
['Who was the first President of the Somali Republic?'],"['A government was formed by Abdullahi Issa Mohamud and Muhammad Haji Ibrahim Egal other members of the trusteeship and protectorate governments, with Haji Bashir Ismail Yusuf as President of the Somali National Assembly, Aden Abdullah Osman Daar as the President of the Somali Republic and Abdirashid Ali Shermarke as Prime Minister (later to become President from 1967 to 1969).']",[1]
"[""What did Utrecht's location allow""]",['The location on the banks of the river Rhine allowed Utrecht to become an important trade centre in the Northern Netherlands.'],[1]
['Who standardizes HDTV specifications?'],"['In anticipation of these standards the Digital Video Broadcasting (DVB) organisation was formed, an alliance of broadcasters, consumer electronics manufacturers and regulatory bodies.']",[0]
['What new territory was aquired in 1814?'],"['It regained control of the Bernese Oberland in 1802, and following the Congress of Vienna of 1814, it newly acquired the Bernese Jura.']",[1]
['Where is a La Quinta being built in the Bronx?'],"['Several boutique and chain hotels have opened in recent years in the South Bronx; in addition, a La Quinta Inn that has been proposed for the Mott Haven waterfront.']",[1]
['How many Fortune 500 companies call Philadelpia home?'],"[""The area's many universities and colleges make Philadelphia a top international study destination, as the city has evolved into an educational and economic hub.""]",[0]
['Which game console had a full-gore version of Mortal Kombat?'],"['One game, Mortal Kombat, would challenge this policy.']",[0]
['What kind of antibiotics are used for prevention of bacterial growth'],"['Bacterial infections may be treated with antibiotics, which are classified as bacteriocidal if they kill bacteria, or bacteriostatic if they just prevent bacterial growth.']",[1]
['What was oral music subject to every time is was transmitted?'],['It is in this time that the notation of music on a staff and other elements of musical notation began to take shape.'],[0]
['in 1778 most of the troops that the EIC had were from where?'],"['It recruited largely Indian troops, and trained them along European lines.']",[1]
['What happened to the Länder as they lost importance during the Nazi regime?'],['They became administrative regions of a centralised country.'],[1]
['What vowel stays distinct?'],['e ɛ/ > [ə]; /o ɔ u/ > [u]; /i/ remains distinct.'],[1]
['How many feet tall was the proposed statue of Schwarzenegger?'],"['Schwarzenegger reportedly said he was flattered, but thought the money would be better spent on social projects and the Special Olympics.']",[0]
"['Along with The Royal Oak and The Crown, what is a traditional name for a pub?']","['The beer houses tended to avoid the traditional pub names like The Crown, The Red Lion, The Royal Oak etc.']",[1]
['What broadcast for NBC was Kanye presenting for when he spoke negatively about President Bush?'],"['Once it was West\'s turn to speak again, he said, ""George Bush doesn\'t care about black people.']",[0]
['What are two other dangerous acids?'],"['Hydrogen can react spontaneously and violently at room temperature with chlorine and fluorine to form the corresponding hydrogen halides, hydrogen chloride and hydrogen fluoride, which are also potentially dangerous acids.']",[1]
['At what time does the average adult human reach his lowest temperature?'],"['This minimum occurred at approximately the middle of the eight hour sleep period for morning types, but closer to waking in evening types.']",[0]
"[""Harff and Gurr's definition of genocide included the promotion and execution of what, by a state or its agents?""]",['Harff and Gurr also differentiate between genocides and politicides by the characteristics by which members of a group are identified by the state.'],[0]
['What was the name of the government Gaddafi set up after overthrowing the monarchy?'],"['Having removed the monarchical government, Gaddafi proclaimed the foundation of the Libyan Arab Republic.']",[1]
['What did Battle of Sinop provide for France and the U.K?'],"['Sinop provided the United Kingdom and France with the casus belli (""cause for war"") for declaring war against Russia.']",[1]
['How many delegates did the nazi party win in 1930?'],['Wilhelm Frick was appointed Minister of the Interior for the state of Thuringia after the Nazi Party won six delegates to the Thuringia Diet.'],[1]
"['What type of names do ""blacks"" have?']",['They also tend to have more European-sounding names than Bantu names.'],[1]
['What is federlism defined as?'],"['Its distinctive feature, exemplified in the founding example of modern federalism of the United States of America under the Constitution of 1789, is a relationship of parity between the two levels of government established.']",[0]
['Where was the sub base located?'],"['The Soviets also helped Germany to avoid British naval blockades by providing a submarine base, Basis Nord, in the northern Soviet Union near Murmansk.']",[1]
['When did agrarian societies start to arise in Southeast Europe?'],"['In southeast Europe agrarian societies first appeared in the 7th millennium BC, attested by one of the earliest farming sites of Europe, discovered in Vashtëmi, southeastern Albania and dating back to 6,500 BC.']",[1]
['What is an example of a name for a beer house?'],"['The beer houses tended to avoid the traditional pub names like The Crown, The Red Lion, The Royal Oak etc.']",[0]
['What questionaire has been used to measure the age in which adolescents should be able to engage in autonomous behaviors?'],['A questionnaire called the teen timetable has been used to measure the age at which individuals believe adolescents should be able to engage in behaviors associated with autonomy.'],[1]
['What were some of the multi-ethnic confederacies of Eurasia?'],"['The Slavs emerged from obscurity when the westward movement of Germans in the 5th and 6th centuries CE (thought to be in conjunction with the movement of peoples from Siberia and Eastern Europe: Huns, and later Avars and Bulgars) started the great migration of the Slavs, who settled the lands abandoned by Germanic tribes fleeing the Huns and their allies: westward into the country between the Oder and the Elbe-Saale line; southward into Bohemia, Moravia, much of present-day Austria, the Pannonian plain and the Balkans; and northward along the upper Dnieper river.']",[0]
['What type of practices were those affecting the care of the dead?'],"['Roman beliefs about an afterlife varied, and are known mostly for the educated elite who expressed their views in terms of their chosen philosophy.']",[0]
['When did Captain Damian de Esplana arrive?'],['Jose de Quiroga arrived in 1680 and continued some of the development projects started by his predecessors.'],[0]
['What kind of geologic activity occurred during the Mesozoic?'],"['The Mesozoic was a time of significant tectonic, climate and evolutionary activity.']",[1]
['What year was Melbourne officially declared a city?'],"[""After the federation of Australia in 1901, it served as the nation's interim seat of government until 1927.""]",[0]
"[""What caused disagreement about Yale's new position?""]","[""Expansion caused controversy about Yale's new roles.""]",[1]
['What is the largest art museum in the north of the country?'],"[""Mishkan Le'Omanut on Kibbutz Ein Harod Meuhad is the largest art museum in the north of the country.""]",[1]
"['Who published ""Credit Correlation: Life After Copulas"" in 2007?']","['See also the article by Donnelly and Embrechts and the book by Brigo, Pallavicini and Torresetti, that reports relevant warnings and research on CDOs appeared in 2006.']",[0]
['What country is Burma to credit for its academic system ?'],"['The educational system of Myanmar is operated by the government agency, the Ministry of Education.']",[0]
['Whose recording of Hallelujah became successful again after being performed on American Idol?'],"[""This was the first season in which contestants' recordings were released onto iTunes after their performances, and although sales information was not released so as not to prejudice the contest, leaked information indicated that contestants' songs frequently reached the top of iTunes sales charts.""]",[0]
['House music is characterized by what type of beats?'],"['Early house music was generally dance-based music characterized by repetitive 4/4 beats, rhythms mainly provided by drum machines, off-beat hi-hat cymbals, and synthesized basslines.']",[1]
"['Who coined the term ""abominable mystery""?']",['Another possible whole genome duplication event at 160 million years ago perhaps created the ancestral line that led to all modern flowering plants.'],[0]
['Who designed the JK Bridge?'],"[""The Juscelino Kubitschek bridge, also known as the 'President JK Bridge' or the 'JK Bridge', crosses Lake Paranoá in Brasília.""]",[0]
['What are the individual images with action called in comics?'],"['Panels are individual images containing a segment of action, often surrounded by a border.']",[1]
['Which company made the Wayback Machine?'],"['The Wayback Machine is a digital archive of the World Wide Web and other information on the Internet created by the Internet Archive, a nonprofit organization, based in San Francisco, California, United States.']",[1]
"['What shape is the sliver park where Houston Street, First Street, and First Avenue meet?']",['East 1st Street begins just North of East Houston Street at Avenue A and continues to Bowery.'],[0]
['What was the speed difference with new ENIAC?'],['Complicated programs could be developed and debugged in days rather than the weeks required for plugboarding the old ENIAC.'],[0]
['What did Namibia transition to after white minority apartheid rule?'],['Since independence Namibia has successfully completed the transition from white minority apartheid rule to parliamentary democracy.'],[1]
['What genre uses multiple independent vocal melodies?'],"['Polyphonic vocal genres, which used multiple independent vocal melodies, began to develop during the high medieval era, becoming prevalent by the later 13th and early 14th century.']",[1]
['What percent of bannermen did the Han represent?'],"['Han Chinese Banners were made up of Han Chinese who defected to the Qing up to 1644 and joined the Eight Banners, giving them social and legal privileges in addition to being acculturated to Manchu culture.']",[0]
['What was considered a lesser class of designers?'],"['But as the period came to an end many commercial projects were becoming sufficiently large, and well-funded, to become ""architectural in intention"", rather than having their design left to the lesser class of ""surveyors"".']",[1]
"['During the Middle Ages, some Jews assimilated into the dominant Greek and Latin cultures by doing what?']","['In Gaul and Germany itself, with the possible exception of Trier and Cologne, the archeological evidence suggests at most a fleeting presence of very few Jews, primarily itinerant traders or artisans.']",[0]
"['When did writers for Sounds first mention ""post punk""?']","['Writer Jon Savage described some of these early developments as exploring ""harsh urban scrapings [,] controlled white noise"" and ""massively accented drumming"".']",[0]
"['Besides viruses, where has RNA-mediated epigenetic inheritance been observed?']","['On the other hand, RNA retroviruses, such as HIV, require the reverse transcription of their genome from RNA into DNA before their proteins can be synthesized.']",[0]
['What avenue goes along the entire coastline of Montevideo?'],['The Rambla is an avenue that goes along the entire coastline of Montevideo.'],[1]
['What did peasant women do when it was time for the harvest?'],"['The only role open to women in the Church was that of nuns, as they were unable to become priests.']",[0]
['The Renaissance is generally used to describe developments in what areas of life in the Middle Ages?'],"['It is now (generally) acknowledged that conditions were vastly different north and south of the Alps, and ""Late Middle Ages"" is often avoided entirely within Italian historiography.']",[0]
['What sort of theme is thought memorable for modern pub names?'],"['Interesting origins are not confined to old or traditional names, however.']",[0]
['What is propagated by the richer states as a means to avoid or reduce fiscal transfers?'],"['Committees and expert commissions advocated a reduction of the number of states; academics (Rutz, Miegel, Ottnad etc.) and politicians (Döring, Apel, and others) made proposals –  some of them far-reaching –  for redrawing boundaries but hardly anything came of these public discussions.']",[0]
"['East of the Pindus mountains, the climate is drier due to what?']","['This climate occurs at all coastal locations, including Athens, the Cyclades, the Dodecanese, Crete, the Peloponnese, the Ionian Islands and parts of the Central Continental Greece region.']",[0]
"[""Where did NBC correspondant Kelly O'Donnell attend school?""]",['The Medill School of Journalism has produced notable journalists and political activists including 38 Pulitzer Prize laureates.'],[1]
"[""Football made which wars more tense in the 1990's?""]","['The sport also exacerbated tensions at the beginning of the Yugoslav Wars of the 1990s, when a match between Dinamo Zagreb and Red Star Belgrade degenerated into rioting in May 1990.']",[1]
['What other groups does the FBI Academy train?'],"['The Academy trains state and local law enforcement agencies, which are invited to the law enforcement training center.']",[1]
['Who is named as the highest entity worshiped in Dvaitadvaita?'],"['Also, the highest object of worship is Krishna and his consort Radha, attended by thousands of gopis; of the Vrindavan; and devotion consists in self-surrender.']",[1]
['Where did the Gothic architecture style originate?'],['Gothic architecture is a style of architecture that flourished during the high and late medieval period.'],[0]
['Attic Greek lenited to what?'],"['d/ of Attic Greek lenited to voiceless and voiced fricatives, yielding /θ ð/ in Medieval and Modern Greek.']",[1]
['What disciplines in medicine have particularly strong immunology applications?'],"['Immunology has applications in numerous disciplines of medicine, particularly in the fields of organ transplantation, oncology, virology, bacteriology, parasitology, psychiatry, and dermatology.']",[1]
['What style of architecture did Gothic architecture evolve from?'],['Gothic architecture is a style of architecture that flourished during the high and late medieval period.'],[0]
['When did the Habsburgs  sell the Sundgau territory to France?'],"['This situation prevailed until 1639, when most of Alsace was conquered by France so as to keep it out of the hands of the Spanish Habsburgs, who wanted a clear road to their valuable and rebellious possessions in the Spanish Netherlands.']",[0]
"['What type of names do ""blacks"" have?']","['Other than by appearance, ""Coloureds"" can usually be distinguished from ""Blacks"" by language.']",[0]
['How do we know that wine was made in ancient Egypt?'],"['Thus it has been proposed that Syrah red wine is named after Shiraz, a city in Persia where the grape was used to make Shirazi wine.[citation needed]']",[0]
"['Along with All-4-One, Boyz II Men, Rob Thomas, Christina Aguilera and Backstreet Boys, what 90s artists were notable in the pop/R&B genre?']","['Latin pop artists such as Lynda Thomas, Ricky Martin, Marc Anthony, Selena, Enrique Iglesias and Luis Miguel also enjoyed success in the AC charts.']",[0]
['When was the first satellite for the BeiDou-1 system launched?'],"['The last operational satellite of the constellation, BeiDou-1C, was launched on May 25, 2003.']",[0]
['What party was Helsinki-86 in disagreement with?'],"['The CTAG (Latvian: Cilvēktiesību aizstāvības grupa, Human Rights Defense Group) Helsinki-86 was founded in July 1986 in the Latvian port town of Liepāja by three workers: Linards Grantiņš, Raimonds Bitenieks, and Mārtiņš Bariss.']",[0]
"[""Which topic did Feynman's commencement speech at Caltech center around?""]","['In 1974, Feynman delivered the Caltech commencement address on the topic of cargo cult science, which has the semblance of science, but is only pseudoscience due to a lack of ""a kind of scientific integrity, a principle of scientific thought that corresponds to a kind of utter honesty"" on the part of the scientist.']",[1]
['What types of ice storms sometimes hit Richmond?'],"['However, dry periods lasting several weeks do occur, especially in autumn when long periods of pleasant, mild weather are most common.']",[0]
['How many days after his abdication did Napoleon leave Paris?'],['Napoleon returned to Paris and found that both the legislature and the people had turned against him.'],[0]
"['As Victorias rule became less polital, what values were emphasized?']","['The concept of the ""family monarchy"", with which the burgeoning middle classes could identify, was solidified.']",[0]
"[""How did Pitt's strategy affect Britain's future plans?""]","['As prime minister Pitt committed Britain to a grand strategy of seizing the entire French Empire, especially its possessions in North America and India.']",[0]
['How many artists signed the frame of the mosaic at the Church of St Stephen?'],"['Six mosaic masters signed the work: Staurachios from Esbus, Euremios, Elias, Constantinus, Germanus and Abdela.']",[1]
"['In the Fall, people go to North Carolina to see what?']","['North Carolina offers fall colors, freshwater and saltwater fishing, hunting, birdwatching, agritourism, ATV trails, ballooning, rock climbing, biking, hiking, skiing, boating and sailing, camping, canoeing, caving (spelunking), gardens, and arboretums.']",[1]
['when was the bombay trading post established?'],"['The company established trading posts in Surat (1619), Madras (1639), Bombay (1668), and Calcutta (1690).']",[1]
['Is change in bodily distribution of fat and muscle the same or different between males and females during puberty?'],['This process is different for females and males.'],[1]
"['In 2014, how much research funding did Northwestern receive?']","['Northwestern was elected to the Association of American Universities in 1917 and remains a research university with ""very high"" research activity.']",[0]
['To what areas of the Roman empire did the Romans take their deities?'],"['By the height of the Empire, numerous international deities were cultivated at Rome and had been carried to even the most remote provinces, among them Cybele, Isis, Epona, and gods of solar monism such as Mithras and Sol Invictus, found as far north as Roman Britain.']",[1]
['What are code points in the range U+D800-U+DBFF known as?'],"['Code points in the range U+D800–U+DBFF (1,024 code points) are known as high-surrogate code points, and code points in the range U+DC00–U+DFFF (1,024 code points) are known as low-surrogate code points.']",[1]
['In what year was Plymouth Synagogue constructed?'],"['The Plymouth Synagogue is a Listed Grade II* building, built in 1762 and is the oldest Ashkenazi Synagogue in the English speaking world.']",[1]
['When did Vazgen acquire his position?'],"['The church, which suffered greatly under Stalin, was revived when Catholicos Vazgen I assumed the duties of his office in 1955.']",[1]
['Equestrianism regained importance in Montevideo after what?'],"['The Uruguayan Basketball League is headquartered in Montevideo and most of its teams are from the city, including Defensor Sporting, Biguá, Aguada, Goes, Malvín, Unión Atlética, and Trouville.']",[0]
['What is the name if the band that has Chris Daughtry as its lead singer?'],"['Other contestants, such as Hicks, McPhee, Bucky Covington, Mandisa, Kellie Pickler, and Elliott Yamin have had varying levels of success.']",[0]
['When was the Royal Manchester College of Music founded?'],['It merged with the Northern College of Music (formed in 1920) to form the Royal Northern College of Music in 1972.'],[0]
['In what city did Sony hold their 2006 PlayStation Business Briefing?'],"['PlayStation Network is the unified online multiplayer gaming and digital media delivery service provided by Sony Computer Entertainment for PlayStation 3 and PlayStation Portable, announced during the 2006 PlayStation Business Briefing meeting in Tokyo.']",[1]
['In what time period did GE pollute the Hudson River with PCBs?'],['This pollution caused a range of harmful effects to wildlife and people who eat fish from the river or drink the water.'],[0]
['How many consecutive La Liga titles did Barcelona win from 1991-94?'],"['They also won a Copa del Rey in 1990, the European Super Cup in 1992 and three Supercopa de España trophies.']",[0]
['Until what day is the Quran believed to be in effect?'],"['The Quran is considered an inimitable miracle by Muslims, effective until the Day of Resurrection—and, thereby, the central proof granted to Muhammad in authentication of his prophetic status.']",[1]
"[""Who was the United States' first President?""]","['In 1789, the first President of the United States, George Washington, was inaugurated; the first United States Congress and the Supreme Court of the United States each assembled for the first time, and the United States Bill of Rights was drafted, all at Federal Hall on Wall Street.']",[1]
['What dynasty came before the Han dynasty?'],"['The Han dynasty (Chinese: 漢朝; pinyin: Hàn cháo) was the second imperial dynasty of China, preceded by the Qin dynasty (221–207 BC) and succeeded by the Three Kingdoms period (220–280 AD).']",[1]
['What were 1920x1080i and 1280x720p defined by?'],"['(According to some reports, a mooted 750-line (720p) format (720 progressively scanned lines) was viewed by some at the ITU as an enhanced television format rather than a true HDTV format, and so was not included, although 1920×1080i and 1280×720p systems for a range of frame and field rates were defined by several US SMPTE standards.)']",[1]
['Where was the commander-in-chief stationed?'],"['By 1923, the department was merged into the Department of National Defence, but land forces in Canada were not referred to as the Canadian Army until November 1940.']",[0]
['What is the largest Islamic place of worship in France?'],"['Strasbourg is immersed in the Franco-German culture and although violently disputed throughout history, has been a bridge of unity between France and Germany for centuries, especially through the University of Strasbourg, currently the second largest in France, and the coexistence of Catholic and Protestant culture.']",[0]
['What was the commercial name of arsphenamine?'],['The drug was given the commercial name Salvarsan.'],[1]
['From which group did amniotes descendents of?'],['The first amniotes apparently arose in the Late Carboniferous.'],[0]
['Who opened the first Chinese-owned department store?'],"[""At the beginning, the store mainly catered visiting ships' crews as well as British Navy staff and their families.""]",[0]
['What acted as a physical obstacle to anti-aircraft defence?'],"['Firstly, it and the steel cable were a danger to any aircraft that tried to fly among them.']",[0]
['What is the average age of a Palermo resident?'],['The average age of a Palermo resident is 40.4 compared to the Italian average of 42.8.'],[1]
"[""Who led the American Idol band after Rickey Minor's departure?""]","['Assistance may also be given by vocal coaches and song arrangers, such as Michael Orland and Debra Byrd to contestants behind the scene.']",[0]
['How many of its own five stars did TechRadar award the PS3 Slim?'],"['CNET awarded PS3 Slim four out of five stars praising its Blu-ray capabilities, 120 GB hard drive, free online gaming service and more affordable pricing point, but complained about the lack of backward compatibility for PlayStation 2 games.']",[0]
['What were the Dominican Brothers?'],"['By this choice, however, the Dominican brothers designated themselves not monks, but canons-regular.']",[1]
"['What did Wire do with sounds, lyrics and aesthetics which different a lot from their peers?']","['In late 1977, music writers for Sounds first used the terms ""New Musick"" and ""post punk"" to describe British acts such as Siouxsie and the Banshees and Wire, who began experimenting with sounds, lyrics and aesthetics that differed significantly from their punk contemporaries.']",[1]
['What are lophophores?'],"['The current view is that annelids are grouped with molluscs, brachiopods and several other phyla that have lophophores (fan-like feeding structures) and/or trochophore larvae as members of Lophotrochozoa.']",[1]
"['Afrotheria,Xenartha, and Boreoeutheria deprives from which two lineages?']",['Boreoeutheria in turn contains two major lineages- Euarchontoglires and Laurasiatheria.'],[1]
['What languages are most common?'],['They also tend to have more European-sounding names than Bantu names.'],[0]
"[""What is an annelid's brain in a ring around?""]","['The brain generally forms a ring round the pharynx (throat), consisting of a pair of ganglia (local control centers) above and in front of the pharynx, linked by nerve cords either side of the pharynx to another pair of ganglia just below and behind it.']",[1]
"[""Which German psychologist and tutor of Popper may have originated some of Popper's ideas?""]","['Hark (Groningen, The Netherlands) published a book, called Popper, Otto Selz and the rise of evolutionary epistemology, in which he claimed that Popper took some of his ideas from his tutor, the German psychologist Otto Selz.']",[1]
"[""what was built in the 1920's and 1930's""]","[""During this period, several Jugendstil houses and office buildings were built, followed by Rietveld who built the Rietveld Schröder House (1924), and Dudok's construction of the city theater (1941).""]",[0]
['Where did Twilight Princess place among Wii titles according to IGN?'],['Both IGN and Nintendo Power gave Twilight Princess the awards for Best Graphics and Best Story.'],[0]
['On what date did the FC Barca hold a second testimonial match for Paulino Alcántara against the Spanish national team?'],"['This coincided with the transition to professional football, and, in 1926, the directors of Barcelona publicly claimed, for the first time, to operate a professional football club.']",[0]
['How many metric tons of bananas and copra does Samoa produce each year?'],"['If the rhinoceros beetle in Samoa were eradicated, Samoa could produce in excess of 40,000 metric tons (44,000 short tons) of copra.']",[0]
['How long was the interval between the visits from the United States Secretary of State officials ?'],"[""The impact of the post-election reforms has been observed in numerous areas, including ASEAN's approval of Myanmar's bid for the position of ASEAN chair in 2014; the visit by United States Secretary of State Hillary Clinton in December 2011 for the encouragement of further progress—it was the first visit by a Secretary of State in more than fifty years (Clinton met with the Burmese president and former military commander Thein Sein, as well as opposition leader Aung San Suu Kyi); and the participation of Aung San Suu Kyi's National League for Democracy (NLD) party in the 2012 by-elections, facilitated by the government's abolition of the laws that previously barred the NLD.""]",[1]
['With whom did Montini feel he had a brother like connection to?'],"[""Montini was several times openly attacked by Benito Mussolini's government as a politician, and meddling in politics, but each time he found powerful defenses by the Vatican.""]",[0]
