text,text_pair,label
"[""Which of Genghis Khan's mentors practiced Christianity?""]","['Sometime before the rise of Genghis Khan, Ong Khan, his mentor and eventual rival, had converted to Nestorian Christianity.']",[1]
['Who played Doctor Who in the revival series?'],"['The show has influenced generations of British television professionals, many of whom grew up watching the series.']",[0]
['Gamma delta T cells rearrange TCR genes to produce what?'],"['Gamma delta T cells (γδ T cells) possess an alternative T cell receptor (TCR) as opposed to CD4+ and CD8+ (αβ) T cells and share the characteristics of helper T cells, cytotoxic T cells and NK cells.']",[0]
['What was the Brazilian French colony called?'],['A group of Huguenots was part of the French colonisers who arrived in Brazil in 1555 to found France Antarctique.'],[1]
['The earthquake forecast models what features of earthquakes in California?'],"['Many faults are able to produce a magnitude 6.7+ earthquake, such as the San Andreas Fault, which can produce a magnitude 8.0 event.']",[0]
"['Though trained as a lawyer, what profession did Maududi pursue instead?']","['Trained as a lawyer he chose the profession of journalism, and wrote about contemporary issues and most importantly about Islam and Islamic law.']",[1]
['Who is largely considered the first United Methodist theologian?'],"[""Outler's work proved pivotal in the work of union, and he is largely considered the first United Methodist theologian.""]",[0]
"[""What is the name of the turf used in Levi's Stadium for the Super Bowl?""]","['As is customary for Super Bowl games played at natural grass stadiums, the NFL re-sodded the field with a new playing surface; a hybrid Bermuda 419 turf.']",[1]
['Who did Gegeen appoint as grand chancellor?'],"[""He continued his father's policies to reform the government based on the Confucian principles, with the help of his newly appointed grand chancellor Baiju.""]",[1]
['When did Pachauri resign as chair of the IPCC?'],"['Before this election, the IPCC was led by his vice-Chair Ismail El Gizouli, who was designated acting Chair after the resignation of Rajendra K. Pachauri in February 2015.']",[1]
"[""By when did most of France's Colonies gain independence?""]","[""Nearly all of France's colonies gained independence by 1960, but France retained great financial and diplomatic influence.""]",[1]
['What famous 5.9-mile athletic event takes place annually in Newcastle in June?'],"[""The city's speedway team Newcastle Diamonds are based at Brough Park in Byker, a venue that is also home to greyhound racing.""]",[0]
['In what model do grana look like pancakes?'],"['Each granum can contain anywhere from two to a hundred thylakoids, though grana with 10–20 thylakoids are most common.']",[0]
['Kurt H. Debus was appointed what position for the Launch Operations Center?'],"['But an even bigger facility would be needed for the mammoth rocket required for the manned lunar mission, so land acquisition was started in July 1961 for a Launch Operations Center (LOC) immediately north of Canaveral at Merritt Island.']",[0]
['What did the Church do when Luther refused to retract his writings?'],['Luther came to reject several teachings and practices of the Late Medieval Catholic Church.'],[0]
['What proportion of the general population in the area than became Iran did Genghis Khan kill?'],"['Steven R. Ward wrote that ""Overall, the Mongol violence and depredations killed up to three-fourths of the population of the Iranian Plateau, possibly 10 to 15 million people.']",[1]
['When did Luther travel to Mansfeld twice?'],"['Luther journeyed to Mansfeld twice in late 1545 to participate in the negotiations for a settlement, and a third visit was needed in early 1546 for their completion.']",[1]
['In what decade were injectors widely used in steam engines?'],"['Injectors became popular in the 1850s but are no longer widely used, except in applications such as steam locomotives.']",[1]
['In what borough of New York City is ABC headquartered?'],"['The American Broadcasting Company (ABC) (stylized in its logo as abc since 1957) is an American commercial broadcast television network that is owned by the Disney–ABC Television Group, a subsidiary of Disney Media Networks division of The Walt Disney Company.']",[0]
['Where was the ESPN Deportes Spanish version of Super Bowl 50 available?'],"['CBS provided digital streams of the game via CBSSports.com, and the CBS Sports apps on tablets, Windows 10, Xbox One and other digital media players (such as Chromecast and Roku).']",[0]
"[""Who is Denver's defensive coordinator?""]","[""Under defensive coordinator Wade Phillips, the Broncos' defense ranked number one in total yards allowed, passing yards allowed and sacks, and like the previous three seasons, the team has continued to set numerous individual, league and franchise records.""]",[1]
"[""What's the name of the United Kingdom's sole remaining news cinema?""]","[""The site currently houses three cinemas, including the restored Classic —the United Kingdom's last surviving news cinema still in full-time operation—alongside two new screens, a roof extension containing the Tyneside Bar, and dedicated education and teaching suites.""]",[1]
"['What year was Temüjin, who became Genghis Khan, likely born?']","['According to the Secret History, Temüjin was named after a Tatar chieftain, Temüjin-üge, whom his father had just captured.']",[0]
"[""What was the program in the first Children's program block to be broadcast in HD?""]","[""I block Litton's Weekend Aventure""]",[1]
"[""What happened to most of Tesla's work from this time?""]","['Tesla is quoted by The New York Times as saying, ""I am in too much grief to talk.']",[0]
['When did the second series of Torchwood play?'],"['A second series of Torchwood aired in 2008; for three episodes, the cast was joined by Freema Agyeman reprising her Doctor Who role of Martha Jones.']",[1]
['When was the IPCC Trust Fund founded?'],"['The IPCC receives funding through the IPCC Trust Fund, established in 1989 by the United Nations Environment Programme (UNEP) and the World Meteorological Organization (WMO), Costs of the Secretary and of housing the secretariat are provided by the WMO, while UNEP meets the cost of the Depute Secretary.']",[1]
['What were the first two destinations of Huguenot emigres?'],['A group of Huguenots was part of the French colonisers who arrived in Brazil in 1555 to found France Antarctique.'],[0]
['In what country can most of the Amazon rainforest be found?'],"['Forêt amazonienne; Dutch: Amazoneregenwoud), also known in English as Amazonia or the Amazon Jungle, is a moist broadleaf forest that covers most of the Amazon basin of South America.']",[0]
['What did the Mongol army throw in their catapults?'],"['The Genoese traders fled, taking the plague by ship into Sicily and the south of Europe, whence it spread north.']",[0]
['What was the corporate entity American Broadcasting-Paramount Theatres renamed in 1965?'],"['In 1965, the corporate entity, American Broadcasting-Paramount Theatres, was renamed as the American Broadcasting Companies,  while its cinema division became ABC Theatres;[citation needed] its recording division was renamed ABC Records in 1966.']",[1]
['How did the revocation restrict Huguenot travel?'],"['The revocation forbade Protestant services, required education of children as Catholics, and prohibited emigration.']",[1]
['Which NFL team won Super Bowl 50?'],['Super Bowl 50 was an American football game to determine the champion of the National Football League (NFL) for the 2015 season.'],[0]
['What session is the Scottish Parliament in?'],"[""Mandatory Committees are committees which are set down under the Scottish Parliament's standing orders, which govern their remits and proceedings.""]",[0]
['How is Temüjin written in pinyin?'],['Temüjin is written in Chinese as simplified Chinese: 铁木真; traditional Chinese: 鐵木眞; pinyin: Tiěmùzhēn.'],[1]
"['When extensive time is required to sort integers, this represents what case complexity?']","['The worst-case is when the input is sorted or sorted in reverse order, and the algorithm takes time O(n2) for this case.']",[1]
['What does Graham Twigg propose about the spread of disease?'],['Archaeologist Barney Sloane has argued that there is insufficient evidence of the extinction of a large number of rats in the archaeological record of the medieval waterfront in London and that the plague spread too quickly to support the thesis that the Y. pestis was spread from fleas on rats; he argues that transmission must have been person to person.'],[0]
['What company agreed to terminate high court proceedings with BSkyB?'],"['As part of the agreements, both BSkyB and Virgin Media agreed to terminate all High Court proceedings against each other relating to the carriage of their respective basic channels.']",[1]
['Of what nationality was Martin Luther?'],"['Martin Luther (/ˈluːθər/ or /ˈluːðər/; German: [ˈmaɐ̯tiːn ˈlʊtɐ] ( listen); 10 November 1483 – 18 February 1546) was a German professor of theology, composer, priest, former monk and a seminal figure in the Protestant Reformation.']",[1]
['How many points did the Broncos score in the final three minutes of the Pittsburgh game?'],"[""Despite Manning's problems with interceptions during the season, he didn't throw any in their two playoff games.""]",[0]
"[""On an international level, which industry's competitive positions is affected?""]","['On an international level, the price increases changed competitive positions in many industries, such as automobiles.']",[1]
['What is Sky+ HD material broadcast using?'],"[""BSkyB's standard definition broadcasts are in DVB-compliant MPEG-2, with the Sky Movies and Sky Box Office channels including optional Dolby Digital soundtracks for recent films, although these are only accessible with a Sky+ box.""]",[0]
['Which company provides train service in Fresno?'],['Passenger rail service is provided by Amtrak San Joaquins.'],[1]
['The Asante and Lunda Empires were in which region?'],"['Sub-Saharan Africa has also featured dozens of empires that predate the European colonial era, for example the Ethiopian Empire, Oyo Empire, Asante Union, Luba Empire, Lunda Empire, and Mutapa Empire.']",[1]
"['The loss of biodiversity may be the result of what, according to environmentalists?']","['Environmentalists are concerned about loss of biodiversity that will result from destruction of the forest, and also about the release of the carbon contained within the vegetation, which could accelerate global warming.']",[1]
['Who sacked Newton with 11 seconds left in the first half?'],"['But with 11 seconds left, Newton was sacked by DeMarcus Ware as time expired in the half.']",[1]
['The mountain ranges tail off into what kind of geographical formation?'],"['The region spans from Pacific Ocean islands, shorelines, beaches, and coastal plains, through the Transverse and Peninsular Ranges with their peaks, into the large and small interior valleys, to the vast deserts of California.']",[1]
"[""What type of steam engine doesn't need valves to direct steam?""]",['An oscillating cylinder steam engine is a variant of the simple expansion steam engine which does not require valves to direct steam into and out of the cylinder.'],[1]
['What is Nexus?'],"['Bus Services in Newcastle upon Tyne and the surrounding boroughs part of the Tyne and Wear area are coordinated by Nexus, the Tyne and Wear Passenger Transport Executive.']",[1]
['School desegregation in the United States led to an increased number of students of what ethnicity in public schools?'],"['In many parts of the United States, after the 1954 decision in the landmark court case Brown v. Board of Education of Topeka that demanded United States schools desegregate ""with all deliberate speed"", local families organized a wave of private ""Christian academies"".']",[0]
"[""What is the animal that the Rhine's islands are named after?""]",['Most of the delta is a nature reserve and bird sanctuary.'],[0]
['Previous to isotopic dating sections of rocks had to be dated using fossils and stratigraphic correlation relative to what?'],"['With isotopic dates it became possible to assign absolute ages to rock units, and these absolute dates could be applied to fossil sequences in which there was datable material, converting the old relative ages into new absolute ages.']",[0]
['What other European Protestant leader was educated at the University of Paris?'],"['William Farel was a student of Lefevre who went on to become a leader of the Swiss Reformation, establishing a Protestant government in Geneva.']",[0]
['What President is credited with the original notion of putting Americans in space?'],"['The Apollo program, also known as Project Apollo, was the third United States human spaceflight program carried out by the National Aeronautics and Space Administration (NASA), which accomplished landing the first humans on the Moon from 1969 to 1972.']",[0]
['How many seats does Victoria have in the Australian House of Representatives?'],"['The personal representative of the Queen of Australia in the state is the Governor of Victoria, currently Linda Dessau.']",[0]
['How long did Western Europe control Cyprus?'],"['Although not part of a planned operation, the conquest had much more permanent results than initially expected.']",[0]
"['Prior to Super Bowl 50, when were the Carolina Panthers last there?']","['The Broncos made their second Super Bowl appearance in three years, having reached Super Bowl XLVIII, while the Panthers made their second Super Bowl appearance in franchise history, their other appearance being Super Bowl XXXVIII.']",[1]
['How long does it take to know the outcome of a division?'],"['As a result, the outcome of each division is known in seconds.']",[1]
['What is beta carotene?'],['There are about thirty photosynthetic carotenoids.'],[0]
['What was the only region in Europe not conquered by the Germanic tribes?'],"['Although by 1000 CE, the Germanic conquest of central, western, and southern Europe (west of and including Italy) was complete, excluding only Muslim Iberia.']",[1]
['What theoretical device is attributed to Alan Turing?'],"['Before the actual research explicitly devoted to the complexity of algorithmic problems started off, numerous foundations were laid out by various researchers.']",[0]
['What is the first line of defense against pathogens that prevents them from entering an organism?'],"['This improved response is then retained after the pathogen has been eliminated, in the form of an immunological memory, and allows the adaptive immune system to mount faster and stronger attacks each time this pathogen is encountered.']",[0]
['What did Wiesner shout out in front of the press during a presentation by von Braun?'],"['Webb jumped in and defended von Braun, until Kennedy ended the squabble by stating that the matter was ""still subject to final review"".']",[0]
['which years did tesla refer to as a time of terrible headaches and bitter tears?'],['He even lost control of the patents he had generated since he had assigned them to the company in lieu of stock.'],[0]
"[""What happens to reactive oxygen species signals since they don't leave the chloroplast?""]","['After detecting stress in a cell, which might be due to a pathogen, chloroplasts begin producing molecules like salicylic acid, jasmonic acid, nitric oxide and reactive oxygen species which can serve as defense-signals.']",[0]
['France laid siege to Montpellier in what year?'],['A royal citadel was built and the university and consulate were taken over by the Catholic party.'],[0]
['What museum specializes in cultural history and civilizations of the Western Hemisphere?'],"['The Arthur M. Sackler Museum includes collections of ancient, Asian, Islamic and later Indian art, the Busch-Reisinger Museum, formerly the Germanic Museum, covers central and northern European art, and the Fogg Museum of Art, covers Western art from the Middle Ages to the present emphasizing Italian early Renaissance, British pre-Raphaelite, and 19th-century French art.']",[0]
['Why were Southern Chinese ranked lower?'],['The Northern Chinese were ranked higher and Southern Chinese were ranked lower because southern China withstood and fought to the last before caving in.'],[1]
['How old was Katharina when she married Luther?'],"['At the time of their marriage, Katharina was 26 years old and Luther was 41 years old.']",[1]
['How many times has the South Florida/Miami area hosted the Super Bowl?'],"['The South Florida/Miami area has previously hosted the event 10 times (tied for most with New Orleans), with the most recent one being Super Bowl XLIV in 2010.']",[1]
"[""Who was appointed to be ABC's president by Noble in 1950?""]","[""In 1950, Noble appointed Robert Kintner to be ABC's president while he himself served as its CEO, a position he would hold until his death in 1958.""]",[1]
['When did Tesla depart from Colorado Springs?'],"['His lab was torn down in 1904, and its contents were sold two years later to satisfy a debt.']",[0]
"[""What was Temur Khan's Chinese-style name?""]","[""Thus, Zhenjin's third son, with the support of his mother Kökejin and the minister Bayan, succeeded the throne and ruled as Temür Khan, or Emperor Chengzong, from 1294 to 1307.""]",[1]
"['Besides Confucianism, Buddhism, and Islam, what religions were tolerated during the Yuan?']","['Buddhism (especially Tibetan Buddhism) flourished, although Taoism endured certain persecutions in favor of Buddhism from the Yuan government.']",[0]
"[""What was Houghton's role?""]","[""John Houghton, who was a co-chair of TAR WGI, has responded to Lindzen's criticisms of the SPM.""]",[1]
['Who announced the game play-by-play for Super Bowl 50?'],"['Westwood One will carry the game throughout North America, with Kevin Harlan as play-by-play announcer, Boomer Esiason and Dan Fouts as color analysts, and James Lofton and Mark Malone as sideline reporters.']",[1]
['How long was the longest Doctor Who Christmas Special?'],"[""826 Doctor Who instalments have been televised since 1963, ranging between 25-minute episodes (the most common format), 45-minute episodes (for Resurrection of the Daleks in the 1984 series, a single season in 1985, and the revival), two feature-length productions (1983's The Five Doctors and the 1996 television film), eight Christmas specials (most of 60 minutes' duration, one of 72 minutes), and four additional specials ranging from 60 to 75 minutes in 2009, 2010 and 2013.""]",[1]
['What did a greedy merchant do to the mermaid?'],['One of them decided to stay on the coast of Denmark and can be seen sitting at the entrance to the port of Copenhagen.'],[0]
['Who served his dinner?'],"['He dined alone, except on the rare occasions when he would give a dinner to a group to meet his social obligations.']",[0]
['Scholars stated that there was already an existing settlement between 2 parties prior to which date?'],['The possibility that the Middle East could become another superpower confrontation with the USSR was of more concern to the US than oil.'],[0]
['In what year did Lavoisier publish his work on combustion?'],"['This and other experiments on combustion were documented in his book Sur la combustion en général, which was published in 1777.']",[1]
['What happens to the norm when a number is multiplied by p?'],"['In particular, this norm gets smaller when a number is multiplied by p, in sharp contrast to the usual absolute value (also referred to as the infinite prime).']",[1]
['What is the frequency of the radio station WBT in North Carolina?'],"['WBT will also simulcast the game on its sister station WBT-FM (99.3 FM), which is based in Chester, South Carolina.']",[0]
['How frequent is snow in the Southwest of the state?'],"['But snow is very rare in the Southwest of the state, it occurs on the Southeast of the state.']",[1]
['Who is the play-by-play announcer for the game?'],"['Westwood One will carry the game throughout North America, with Kevin Harlan as play-by-play announcer, Boomer Esiason and Dan Fouts as color analysts, and James Lofton and Mark Malone as sideline reporters.']",[1]
"[""What forest is by Warsaw's southern border?""]","['Bielany Forest, located within the borders of Warsaw, is the remaining part of the Masovian Primeval Forest.']",[0]
"['When American car companies rolled out with their domestic replacement cars, which policy ended?']","['Compact trucks were introduced, such as the Toyota Hilux and the Datsun Truck, followed by the Mazda Truck (sold as the Ford Courier), and the Isuzu-built Chevrolet LUV.']",[0]
['Where was the location of the 2003 Rose revolution?'],['One of its earliest massive implementations was brought about by Egyptians against the British occupation in the 1919 Revolution.'],[0]
"['If you were to take a train west or south out of the city of Fresno, which railroad would you take?']",['The city of Fresno is planned to serve the future California High Speed Rail.'],[0]
['How many seasons did NYPD Blue last?'],"['Daniel Burke departed from Capital Cities/ABC in February 1994, with Thomas Murphy taking over as president before ceding control to Robert Iger.']",[0]
['What British mathematician took pride in doing work that he felt had no military benefit?'],"['In particular, number theorists such as British mathematician G. H. Hardy prided themselves on doing work that had absolutely no military significance.']",[1]
['US is concerned about confrontation of the Middle East with which other country?'],['The possibility that the Middle East could become another superpower confrontation with the USSR was of more concern to the US than oil.'],[1]
['How many US states do no practice corporal punishment?'],"['30 US states have banned corporal punishment, the others (mostly in the South) have not.']",[1]
['Who is the founder of the Salvation Army?'],"[""Such exemplary saints include martyrs, confessors of the Faith, evangelists, or important biblical figures such as Saint Matthew, Lutheran theologian and martyr to the Nazis Dietrich Bonhoeffer, Salvation Army Founder William Booth, African missionary David Livingstone and Methodism's revered founder John Wesley are among many cited as Protestant saints.""]",[1]
['What have the Treaties sought to enable since its foundation?'],"['Since its foundation, the Treaties sought to enable people to pursue their life goals in any country through free movement.']",[1]
['Complement proteins bind to what kind of molecules on the surface of microbes in order to elicit an immune response?'],"['The cascade results in the production of peptides that attract immune cells, increase vascular permeability, and opsonize (coat) the surface of a pathogen, marking it for destruction.']",[0]
['What resolution were the Eyevision cameras changed to?'],"['(An earlier version of EyeVision was last used in Super Bowl XXXV; for Super Bowl 50, the cameras were upgraded to 5K resolution.)']",[1]
['What present-day company did BankAmericard turn into?'],"['In 1976, BankAmericard was renamed and spun off into a separate company known today as Visa Inc.']",[1]
['At what rank does GPS per capita set Victoria?'],"[""Victoria's total gross state product (GSP) is ranked second in Australia, although Victoria is ranked fourth in terms of GSP per capita because of its limited mining activity.""]",[1]
['What is another name for the Yosemite Freeway?'],['State Route 41'],[1]
['What could the Supplemental Nutrition Assistance Program purchase?'],"['Conservative MP Alec Shelbrooke was proposing the payments of benefits and tax credits on a ""Welfare Cash Card"", in the style of the Supplemental Nutrition Assistance Program, that could be used to buy only ""essentials"".']",[1]
['How many Vice Presidents are in the Board of Trustees?'],"['The Board of Trustees oversees the long-term development and plans of the university and manages fundraising efforts, and is composed of 50 members including the university President.']",[0]
"[""Who was the announcer for Westwood One's Super Bowl 50 coverage?""]","['Westwood One will carry the game throughout North America, with Kevin Harlan as play-by-play announcer, Boomer Esiason and Dan Fouts as color analysts, and James Lofton and Mark Malone as sideline reporters.']",[1]
['What is Kenya a founding member of?'],['Its capital and largest city is Nairobi.'],[0]
['Who said the homeless in the area would have to leave?'],"['San Francisco mayor Ed Lee said of the highly visible homeless presence in this area ""they are going to have to leave"".']",[1]
['The Hawaiian Islands are made up almost entirely of what?'],"['The Hawaiian Islands, for example, consist almost entirely of layered basaltic lava flows.']",[1]
['What is the most important thing apicoplasts do?'],"['The most important apicoplast function is isopentenyl pyrophosphate synthesis—in fact, apicomplexans die when something interferes with this apicoplast function, and when apicomplexans are grown in an isopentenyl pyrophosphate-rich medium, they dump the organelle.']",[1]
['What parts of a conventional reciprocating steam engine could be replaced by a pistonless rotary engine?'],['It is possible to use a mechanism based on a pistonless rotary engine such as the Wankel engine in place of the cylinders and valve gear of a conventional reciprocating steam engine.'],[1]
"[""Where does southern California's megalopolis standard in terms of population nationwide?""]","['It is the third most populated megalopolis in the United States, after the Great Lakes Megalopolis and the Northeastern megalopolis.']",[1]
['Where did support from governmental and religious groups come from?'],['The Taliban were spawned by the thousands of madrasahs the Deobandi movement established for impoverished Afghan refugees and supported by governmental and religious groups in neighboring Pakistan.'],[1]
['What device is a dry cooling tower similar to?'],['A dry type cooling tower is similar to an automobile radiator and is used in locations where water is costly.'],[1]
['When was the colony of New South Wales founded?'],"['After the founding of the colony of New South Wales in 1788, Australia was divided into an eastern half named New South Wales and a western half named New Holland, under the administration of the colonial government in Sydney.']",[1]
['How cold does this region of Victoria get in the winner?'],"[""The Mallee and upper Wimmera are Victoria's warmest regions with hot winds blowing from nearby semi-deserts.""]",[0]
"[""What don't chloroplastidan chloroplasts have?""]","['They differ from glaucophyte and red algal chloroplasts in that they have lost their phycobilisomes, and contain chlorophyll']",[0]
['When did the ancestors of modern Homo sapiens inhabit Kenya?'],"['Recent findings near Lake Turkana indicate that hominids such as Homo habilis (1.8 and 2.5 million years ago) and Homo erectus (1.8 million to 350,000 years ago) are possible direct ancestors of modern Homo sapiens, and lived in Kenya in the Pleistocene epoch.']",[1]
['What was the first television series to feature an openly gay character?'],"['On September 13, 1977, the network debuted Soap, a controversial soap opera parody which became known for being the first television series to feature an openly gay main character (played by a then-unknown Billy Crystal); it last ran on the network on April 20, 1981.']",[1]
['How many academic research divisions does the University of Chicago have?'],"['The university, established in 1890, consists of The College, various graduate programs, interdisciplinary committees organized into four academic research divisions and seven professional schools.']",[1]
['What is the most important problem in the United States and elsewhere?'],['2013 Economics Nobel prize winner Robert J. Shiller said that rising inequality in the United States and elsewhere is the most important problem.'],[1]
"['In 2009, Disney reached an agreement to buy what percentage stake in Hulu?']","[""Century Fox), and has offered full-length episodes of most of ABC's programming through the streaming service since July 6, 2009 (which are available for viewing on Hulu's website and mobile app), as part of an agreement reached in April that year that also allowed Disney to acquire a 27% ownership stake in Hulu.""]",[1]
['How many PD rings are there?'],"[""In a few species like Cyanidioschyzon merolæ, chloroplasts have a third plastid-dividing ring located in the chloroplast's intermembrane space.""]",[0]
"[""Tesla's induction motor and transformer was licensed by whom?""]","['His patented AC induction motor and transformer were licensed by George Westinghouse, who also hired Tesla for a short time as a consultant.']",[1]
['What was the name of the story from the third Torchwood series?'],"['A third series was broadcast from 6 to 10 July 2009, and consisted of a single five-part story called Children of Earth which was set largely in London.']",[1]
['what did he do for $2 a day?'],['He even lost control of the patents he had generated since he had assigned them to the company in lieu of stock.'],[0]
['Building printing is making it possible to flexibly construct small commercial buildings and private habitations in what amount of time?'],"['New techniques of building construction are being researched, made possible by advances in 3D printing technology.']",[0]
['Who started at tight end for the Panthers?'],"['The Panthers offense, which led the NFL in scoring (500 points), was loaded with talent, boasting six Pro Bowl selections.']",[0]
['What happened to the credibility of secular politics as a result of the Six-Day War?'],"['A steep and steady decline in the popularity and credibility of secular, socialist and nationalist politics ensued.']",[1]
['What are the two principal Asian-American groups living in the west side neighborhood of Fresno?'],['It is culturally diverse and also includes significant Mexican-American and Asian-American (principally Hmong or Laotian) populations.'],[1]
"[""What was Norman Cantor's theory about the plague?""]",['Archaeologist Barney Sloane has argued that there is insufficient evidence of the extinction of a large number of rats in the archaeological record of the medieval waterfront in London and that the plague spread too quickly to support the thesis that the Y. pestis was spread from fleas on rats; he argues that transmission must have been person to person.'],[0]
['When were the finalists announced?'],"['The South Florida/Miami area has previously hosted the event 10 times (tied for most with New Orleans), with the most recent one being Super Bowl XLIV in 2010.']",[0]
['What profession was Nathan Alterman?'],"['Nathan Alterman, the Israeli poet, was born in Warsaw, as was Moshe Vilenski, the Israeli composer, lyricist, and pianist, who studied music at the Warsaw Conservatory.']",[1]
['Who did play-by-play on Westwood One?'],"['Westwood One will carry the game throughout North America, with Kevin Harlan as play-by-play announcer, Boomer Esiason and Dan Fouts as color analysts, and James Lofton and Mark Malone as sideline reporters.']",[1]
"[""Why does Doctor Who's TARDIS always look the same?""]","['Doctor Who follows the adventures of the primary character, a rogue Time Lord from the planet Gallifrey, who simply goes by the name ""The Doctor"".']",[0]
['What crime drama debuted on ABC in September 1994?'],"['Daniel Burke departed from Capital Cities/ABC in February 1994, with Thomas Murphy taking over as president before ceding control to Robert Iger.']",[0]
['Who is the current Governor of Victoria?'],"['Victoria is currently governed by the Labor Party, with Daniel Andrews the current Premier.']",[0]
['What is beta carotene?'],"['β-carotene is a bright red-orange carotenoid found in nearly all chloroplasts, like chlorophyll a. Xanthophylls, especially the orange-red zeaxanthin, are also common.']",[1]
['What kind of arches does Norman architecture have?'],['Norman architecture typically stands out as a new stage in the architectural history of the regions they subdued.'],[0]
['Who were special guests for the Super Bowl halftime show?'],"['The Super Bowl 50 halftime show was headlined by the British rock group Coldplay with special guest performers Beyoncé and Bruno Mars, who headlined the Super Bowl XLVII and Super Bowl XLVIII halftime shows, respectively.']",[1]
['What second part of air was deemed lifeless by Lavoisier?'],"['He noted that air rushed in when he opened the container, which indicated that part of the trapped air had been consumed.']",[0]
['What type of forested areas can be found on the highest terrace?'],['These are mainly forested areas (pine forest).'],[1]
['How long will the event at Santa Clara Convention Center last?'],"['In addition, there are $2 million worth of other ancillary events, including a week-long event at the Santa Clara Convention Center, a beer, wine and food festival at Bellomy Field at Santa Clara University, and a pep rally.']",[1]
['Who commissioned the Tapestry?'],"['By far the most famous work of Norman art is the Bayeux Tapestry, which is not a tapestry but a work of embroidery.']",[0]
['What cruise line has included Newcastle as a departure port since 2007?'],"['The DFDS ferry service to Gothenburg, Sweden, ceased at the end of October 2006 – the company cited high fuel prices and new competition from low-cost air services as the cause – and their service to Bergen and Stavanger, Norway was terminated late 2008.']",[0]
"[""When did Archbishop Albrecht send Luther's letter containing the 95 Theses to Rome?""]","[""Archbishop Albrecht of Mainz and Magdeburg did not reply to Luther's letter containing the 95 Theses.""]",[0]
"[""In which year did Genghis Khan's grandson invade Kievan Rus'?""]","[""In 1237 Batu Khan, a grandson of Genghis Khan, launched an invasion into Kievan Rus'.""]",[1]
['How much of the sun is made up of oxygen?'],"[""About 0.9% of the Sun's mass is oxygen.""]",[1]
['How large are Plastoglobuli?'],"['They are also common in etioplasts, but decrease in number as the etioplasts mature into chloroplasts.']",[0]
['Which NFL team represented the NFC at Super Bowl 50?'],['Super Bowl 50 was an American football game to determine the champion of the National Football League (NFL) for the 2015 season.'],[0]
['When did the last glacial start?'],"['The last glacial ran from ~74,000 (BP = Before Present), until the end of the Pleistocene (~11,600 BP).']",[1]
['How much money is being spent on other Super Bowl-related events?'],"['A professional fundraiser will aid in finding business sponsors and individual donors, but still may need the city council to help fund the event.']",[0]
['What is the annual construction industry revenue in 2014?'],"['In the United States, the industry in 2014 has around $960 billion in annual revenue according to statistics tracked by the Census Bureau, of which $680 billion is private (split evenly between residential and nonresidential) and the remainder is government.']",[1]
['Who handled pre-game coverage on Westwood One?'],"['Westwood One will carry the game throughout North America, with Kevin Harlan as play-by-play announcer, Boomer Esiason and Dan Fouts as color analysts, and James Lofton and Mark Malone as sideline reporters.']",[0]
['What radio network carried the Super Bowl?'],['Jim Gray will anchor the pre-game and halftime coverage.'],[0]
['What festival is held in October in Newcastle?'],"['The SAMA Festival, an East Asian cultural festival is also held in early October.']",[0]
"[""Which architect, famous for designing London's St. Paul Cathedral, is represented in the RIBA collection?""]","[""The RIBA's holdings of over 330 drawings by Andrea Palladio are the largest in the world, other Europeans well represented are Jacques Gentilhatre and Antonio Visentini.""]",[0]
"[""What are ABC's current daytime talk shows?""]","[""ABC's daytime schedule currently features talk shows The View and The Chew, and the soap opera General Hospital, the latter of which is the longest-running entertainment program in the history of the ABC television network, having aired since 1963.""]",[1]
['What makes red algae red?'],['Rhodoplasts have chlorophyll a and phycobilins for photosynthetic pigments; the phycobilin phycoerytherin is responsible for giving many red algae their distinctive red color.'],[1]
"[""In the 1965-66 season, what place did ABC find it's self among the other networks in ratings?""]","['ABC, meanwhile, remained in third place and still needed money to grow itself into a major competitor.']",[1]
['How long was Warsaw occupied by Germany?'],"['Germany did so, and underground leader Piłsudski returned to Warsaw on 11 November and set up what became the Second Polish Republic, with Warsaw the capital.']",[0]
"['In order to better understand the orientations of faults and folds, structural geologists do what with measurements of geological structures?']",['They also plot and combine measurements of geological structures in order to better understand the orientations of faults and folds in order to reconstruct the history of rock deformation in the area.'],[1]
['Of what was the Diet of Worms an assembly?'],"['This was a general assembly of the estates of the Holy Roman Empire that took place in Worms, a town on the Rhine.']",[1]
['What halftime performer previously headlined Super Bowl XLVIII?'],"['The Super Bowl 50 halftime show was headlined by the British rock group Coldplay with special guest performers Beyoncé and Bruno Mars, who headlined the Super Bowl XLVII and Super Bowl XLVIII halftime shows, respectively.']",[1]
['What are alternate English spelling of Genghis?'],"['Genghis Khan, the title is spelled in variety of ways in different languages such as Mongolian Chinggis Khaan, English Chinghiz, Chinghis, and Chingiz, Chinese: 成吉思汗; pinyin: Chéngjísī Hán, Turkic: Cengiz Han, Çingiz Xan, Çingiz Han, Chingizxon, Çıñğız Xan, Chengez Khan, Chinggis Khan, Chinggis Xaan, Chingis Khan, Jenghis Khan, Chinggis Qan, Djingis Kahn, Russian: Чингисхан (Čingiskhan) or Чингиз-хан (Čingiz-khan), etc.']",[1]
['Which caused the reform to never come into force?'],"['However, as a result of the referendum in France and the referendum in the Netherlands, the 2004 Treaty establishing a Constitution for Europe never came into force.']",[1]
